Industry,Contract_Plan,Billing_Cycle,Onboarding_Tier,Monthly_Contract_Value,Tenure_Months,Licensed_Seats,Active_Seats,Support_Tickets,Unresolved_Bugs,API_Calls_Monthly,Churn
E-Commerce,Growth,Monthly,Assisted,447.54,17,16,12,2,0,19382.0,0
EdTech,Growth,Quarterly,Self-Serve,3888.09,47,13,6,1,0,11317.0,0
EdTech,Enterprise,Quarterly,Dedicated-CSM,699.16,12,21,9,1,1,6606.0,0
HealthTech,Startup,Annual,,291.03,39,21,20,0,0,65201.0,0
Media,Startup,Monthly,Assisted,1639.58,10,18,12,3,1,70296.0,0
EdTech,Startup,Monthly,Assisted,1078.78,5,17,13,3,1,15394.0,1
E-Commerce,Growth,Monthly,Self-Serve,521.56,44,19,11,1,0,34179.0,0
E-Commerce,Growth,Annual,Dedicated-CSM,320.8,8,19,15,4,3,31188.0,0
HealthTech,Enterprise,Monthly,Dedicated-CSM,1329.95,12,23,18,3,1,21944.0,0
FinTech,Startup,Quarterly,Assisted,3070.09,7,21,15,1,0,16261.0,0
HealthTech,Growth,Monthly,Self-Serve,2202.2,19,22,21,1,1,10292.0,0
EdTech,Enterprise,Annual,Self-Serve,1405.57,72,22,12,2,0,103136.0,0
FinTech,Enterprise,Multi-Year,Self-Serve,2012.27,1,20,15,3,2,89582.0,0
FinTech,Growth,Quarterly,Self-Serve,1308.8,41,26,21,4,3,,0
FinTech,Growth,Monthly,Assisted,397.32,1,19,9,4,3,63863.0,1
FinTech,Startup,Monthly,Dedicated-CSM,400.31,8,25,14,6,3,34491.0,1
Logistics,Custom,Monthly,Assisted,1126.99,3,29,28,3,2,4463.0,0
EdTech,Startup,Monthly,Dedicated-CSM,1168.46,25,21,4,1,1,86408.0,0
E-Commerce,Custom,Annual,Assisted,2760.96,1,19,8,1,0,12376.0,0
FinTech,Growth,Quarterly,Assisted,2549.64,14,28,16,3,0,61348.0,0
E-Commerce,Growth,Multi-Year,Dedicated-CSM,2240.3,6,20,4,3,1,37475.0,0
E-Commerce,Startup,Monthly,Assisted,1055.49,2,24,22,3,2,58646.0,1
FinTech,Growth,Annual,Dedicated-CSM,414.24,26,18,7,4,2,31858.0,0
HealthTech,Growth,Quarterly,Self-Serve,1901.24,4,17,6,1,0,60627.0,0
HealthTech,Startup,Quarterly,Self-Serve,2093.08,4,17,14,1,1,1668.0,0
E-Commerce,Growth,Monthly,Dedicated-CSM,175.87,5,24,10,5,3,2086.0,1
E-Commerce,Custom,Quarterly,Assisted,659.06,15,19,13,2,1,113332.0,0
FinTech,Growth,Quarterly,Dedicated-CSM,744.42,19,19,16,1,0,69254.0,0
HealthTech,Enterprise,Annual,Dedicated-CSM,1481.18,1,24,20,3,1,88149.0,0
E-Commerce,Startup,Multi-Year,Self-Serve,676.64,4,20,16,1,0,30494.0,0
E-Commerce,Growth,Monthly,Assisted,1296.71,10,27,7,1,0,30777.0,1
Logistics,Startup,Monthly,Self-Serve,1119.96,7,20,5,4,0,38179.0,0
EdTech,Growth,Quarterly,Assisted,1169.96,38,17,7,5,2,13963.0,0
FinTech,Custom,Quarterly,Assisted,728.56,27,19,4,5,0,66120.0,0
FinTech,Growth,Monthly,Self-Serve,778.11,17,13,7,2,0,88438.0,0
E-Commerce,Startup,Annual,Assisted,534.74,7,19,9,2,1,118878.0,0
FinTech,Growth,Multi-Year,Assisted,1850.22,21,20,12,0,0,36390.0,0
E-Commerce,Growth,Multi-Year,Self-Serve,2176.42,33,20,8,2,1,26771.0,0
Media,Growth,Monthly,Dedicated-CSM,695.74,16,15,8,3,2,88873.0,1
E-Commerce,Enterprise,Annual,Assisted,4878.26,27,21,9,2,1,69851.0,0
HealthTech,Enterprise,Annual,Dedicated-CSM,1025.14,24,15,5,2,1,100973.0,0
E-Commerce,Growth,Quarterly,Self-Serve,4918.0,15,22,15,0,0,53317.0,0
E-Commerce,Growth,Quarterly,Self-Serve,776.03,6,16,11,1,0,107413.0,0
E-Commerce,Startup,Annual,Assisted,239.23,24,24,20,2,1,4663.0,0
Media,Startup,Quarterly,Self-Serve,1885.35,4,18,16,1,0,56903.0,0
HealthTech,Growth,Monthly,Dedicated-CSM,1654.52,27,13,9,4,1,4649.0,0
Media,Growth,Quarterly,Self-Serve,1379.17,29,9,6,0,0,69097.0,0
Media,Growth,Quarterly,Assisted,775.96,31,22,5,5,2,49503.0,0
FinTech,Growth,Monthly,Assisted,1300.64,11,22,6,2,1,806.0,1
FinTech,Startup,Multi-Year,Self-Serve,867.34,3,26,22,0,0,45722.0,0
FinTech,Growth,Annual,Self-Serve,1035.88,1,25,9,3,1,7908.0,0
FinTech,Startup,Annual,Assisted,2739.11,24,19,9,0,0,7682.0,0
FinTech,Startup,Monthly,Assisted,1566.48,39,23,7,5,2,8153.0,0
EdTech,Enterprise,Annual,Self-Serve,2249.49,18,17,6,0,0,33065.0,0
FinTech,Startup,Monthly,Dedicated-CSM,1099.83,2,18,14,0,0,6138.0,0
HealthTech,Growth,Monthly,Self-Serve,1001.53,49,22,9,1,0,6714.0,0
Logistics,Startup,Quarterly,Assisted,502.47,72,14,7,2,1,14797.0,0
FinTech,Enterprise,Monthly,Assisted,977.96,10,19,6,4,1,100.0,0
Logistics,Growth,Quarterly,Self-Serve,150.0,16,18,13,1,1,16134.0,0
HealthTech,Startup,Monthly,,811.04,27,13,10,3,1,48170.0,0
FinTech,Growth,Monthly,Self-Serve,1249.39,23,24,11,3,0,46011.0,0
EdTech,Enterprise,Monthly,Self-Serve,2162.72,61,25,20,1,0,174557.0,0
E-Commerce,Custom,Multi-Year,Self-Serve,1065.95,2,19,7,0,0,6371.0,0
Logistics,Startup,Quarterly,Assisted,1799.97,15,22,16,1,0,100336.0,0
EdTech,Enterprise,Annual,Assisted,210.02,21,23,18,3,0,24812.0,0
Logistics,Custom,Monthly,Assisted,1276.26,39,13,12,0,0,24472.0,0
HealthTech,Custom,Monthly,Self-Serve,321.32,37,23,8,0,0,21448.0,0
FinTech,Growth,Multi-Year,Self-Serve,479.6,68,20,5,1,0,6662.0,0
EdTech,Growth,Monthly,Dedicated-CSM,1142.43,12,21,8,3,1,32553.0,0
Logistics,Growth,Monthly,Self-Serve,3963.27,31,23,6,3,3,77412.0,1
Media,Enterprise,Annual,Dedicated-CSM,1836.33,10,24,8,1,0,104145.0,1
HealthTech,Growth,Monthly,Self-Serve,1360.35,9,22,10,1,0,164652.0,0
HealthTech,Growth,Annual,Dedicated-CSM,1317.38,5,24,12,2,1,76924.0,0
EdTech,Growth,Quarterly,Self-Serve,730.27,30,22,20,1,0,48788.0,0
HealthTech,Enterprise,Monthly,Assisted,843.55,72,14,4,1,0,34411.0,0
Media,Enterprise,Monthly,Self-Serve,1926.13,5,16,15,1,1,,0
Logistics,Startup,Monthly,Self-Serve,412.59,1,18,15,0,0,67260.0,0
HealthTech,Enterprise,Annual,Self-Serve,2217.41,30,24,21,2,1,8793.0,0
EdTech,Growth,Annual,Self-Serve,962.73,17,19,17,1,0,57372.0,0
EdTech,Enterprise,Monthly,,2701.94,57,24,19,0,0,28197.0,0
FinTech,Growth,Monthly,Assisted,3031.85,5,22,18,2,1,45292.0,0
Media,Growth,Annual,Assisted,323.07,1,19,10,2,1,114313.0,0
E-Commerce,Custom,Quarterly,Assisted,817.01,12,12,7,3,2,52860.0,1
Logistics,Startup,Monthly,Assisted,647.29,1,17,16,4,2,139619.0,1
HealthTech,Enterprise,Monthly,Assisted,286.91,5,15,7,0,0,100634.0,0
Logistics,Growth,Monthly,Assisted,556.88,2,22,5,1,0,6900.0,0
HealthTech,Growth,Annual,Assisted,10668.68,4,22,17,3,0,586.0,0
FinTech,Startup,Multi-Year,Assisted,2248.65,2,14,9,2,1,24259.0,0
Media,Growth,Monthly,Dedicated-CSM,6834.2,55,14,11,4,1,100246.0,0
FinTech,Startup,Quarterly,Self-Serve,2710.08,5,18,4,3,1,13076.0,0
HealthTech,Startup,Monthly,Self-Serve,712.97,10,17,11,2,0,58785.0,0
Media,Startup,Monthly,Assisted,968.25,41,18,7,6,3,32313.0,0
Media,Startup,Monthly,,2208.73,20,22,20,2,2,68536.0,0
E-Commerce,Custom,Annual,Dedicated-CSM,1942.79,17,18,5,3,2,9015.0,0
E-Commerce,Custom,Quarterly,Dedicated-CSM,819.96,22,18,15,1,0,13662.0,0
HealthTech,Growth,Quarterly,Self-Serve,371.11,31,22,5,1,0,13888.0,0
HealthTech,Enterprise,Monthly,Self-Serve,20000.0,37,17,3,4,1,39755.0,1
HealthTech,Startup,Monthly,Assisted,1188.0,18,16,6,1,0,17098.0,0
EdTech,Growth,Monthly,Assisted,1015.49,39,11,5,2,0,83492.0,0
EdTech,Enterprise,Annual,Self-Serve,1474.88,13,21,14,1,0,21293.0,0
EdTech,Custom,Monthly,Assisted,1089.73,5,9,2,2,2,54066.0,1
EdTech,Growth,Annual,Assisted,1486.71,38,25,13,5,1,148311.0,0
FinTech,Enterprise,Monthly,Self-Serve,3999.42,14,15,5,1,0,46688.0,0
E-Commerce,Startup,Monthly,Self-Serve,1204.88,42,20,17,0,0,13864.0,0
FinTech,Custom,Quarterly,Assisted,498.55,1,11,2,2,1,88732.0,0
E-Commerce,Startup,Monthly,Self-Serve,1167.48,9,24,11,2,0,631.0,0
HealthTech,Growth,Monthly,Dedicated-CSM,902.58,53,23,16,1,0,14822.0,0
Logistics,Growth,Monthly,Assisted,4493.17,5,23,21,6,2,24510.0,1
HealthTech,Growth,Annual,Assisted,3624.43,51,27,24,3,1,10906.0,0
FinTech,Startup,Annual,Dedicated-CSM,1467.62,55,16,14,2,0,46319.0,0
FinTech,Custom,Monthly,Dedicated-CSM,451.73,38,19,4,3,2,40822.0,0
EdTech,Startup,Quarterly,Self-Serve,472.48,14,14,12,1,1,26086.0,0
E-Commerce,Growth,Monthly,Self-Serve,1356.76,18,18,14,2,0,17434.0,0
FinTech,Startup,Monthly,Assisted,1782.68,36,24,22,4,0,28450.0,0
FinTech,Startup,Monthly,Assisted,974.16,26,20,8,2,1,17209.0,0
EdTech,Growth,Annual,Self-Serve,890.56,17,17,15,3,1,12504.0,0
FinTech,Growth,Monthly,Dedicated-CSM,809.26,72,23,12,0,0,21637.0,0
Logistics,Startup,Monthly,Self-Serve,1313.06,20,19,13,2,1,46107.0,0
EdTech,Startup,Monthly,Self-Serve,176.74,66,17,9,3,1,52262.0,0
FinTech,Growth,Monthly,Self-Serve,525.25,1,15,8,1,1,17645.0,0
FinTech,Enterprise,Annual,Assisted,786.04,2,24,15,3,1,147250.0,0
Media,Enterprise,Monthly,Assisted,3738.27,10,16,7,0,0,15188.0,0
HealthTech,Startup,Monthly,Self-Serve,670.66,8,23,19,2,2,62263.0,0
HealthTech,Growth,Annual,Self-Serve,1561.49,27,17,12,2,0,4250.0,0
Logistics,Startup,Monthly,Self-Serve,1623.86,3,18,13,3,0,54658.0,0
Media,Startup,Annual,Assisted,4036.89,67,23,8,1,1,30805.0,0
Media,Growth,Quarterly,Self-Serve,3917.43,6,16,15,2,0,42095.0,0
EdTech,Growth,Monthly,Dedicated-CSM,1275.54,10,14,10,2,0,10171.0,0
HealthTech,Startup,Annual,Self-Serve,894.12,5,12,4,2,1,28420.0,0
FinTech,Startup,Monthly,Dedicated-CSM,761.84,15,24,19,0,0,72681.0,0
EdTech,Startup,Quarterly,Self-Serve,1091.27,1,13,4,0,0,72854.0,0
E-Commerce,Enterprise,Monthly,Assisted,926.18,2,32,8,0,0,13561.0,0
HealthTech,Custom,Monthly,Self-Serve,2144.33,24,20,12,4,2,21739.0,1
Media,Startup,Annual,Self-Serve,1914.6,3,20,12,4,1,191.0,1
FinTech,Startup,Annual,Dedicated-CSM,2215.05,4,19,6,2,2,,0
E-Commerce,Enterprise,Multi-Year,Dedicated-CSM,3906.48,28,23,11,4,1,6776.0,0
FinTech,Custom,Annual,Assisted,6525.28,1,21,20,2,1,17382.0,0
E-Commerce,Growth,Monthly,Assisted,1489.15,10,14,5,1,1,71151.0,0
FinTech,Startup,Monthly,Assisted,3410.26,1,27,8,1,0,35693.0,0
FinTech,Startup,Monthly,Dedicated-CSM,993.36,7,16,15,2,0,78657.0,0
FinTech,Growth,Quarterly,Self-Serve,3667.46,21,20,8,1,0,70306.0,0
E-Commerce,Growth,Monthly,Assisted,3302.0,1,18,13,1,1,44232.0,0
EdTech,Startup,Multi-Year,Assisted,3156.29,39,12,4,4,2,34643.0,0
E-Commerce,Growth,Monthly,Self-Serve,1450.93,43,21,13,3,2,133915.0,0
Media,Startup,Monthly,Dedicated-CSM,758.92,1,26,13,2,1,42114.0,0
HealthTech,Enterprise,Monthly,Self-Serve,409.38,72,22,21,2,0,32969.0,0
HealthTech,Startup,Annual,Self-Serve,1294.61,6,19,10,3,0,,0
Logistics,Startup,Annual,Assisted,4929.83,1,20,13,2,2,3706.0,0
FinTech,Growth,Annual,Assisted,1029.3,1,20,19,6,2,53360.0,0
Media,Growth,Monthly,,2610.66,9,24,23,0,0,5997.0,0
FinTech,Custom,Annual,Self-Serve,2744.51,17,21,5,1,0,85690.0,0
Media,Growth,Monthly,Dedicated-CSM,1052.44,7,30,26,3,0,78671.0,0
FinTech,Startup,Annual,Self-Serve,4100.62,32,21,10,2,0,35019.0,0
Logistics,Enterprise,Quarterly,Assisted,150.0,22,18,12,4,2,54094.0,0
E-Commerce,Startup,Monthly,Assisted,473.74,7,25,12,3,0,74057.0,0
Media,Custom,Quarterly,Assisted,615.06,23,23,11,1,0,33015.0,0
FinTech,Growth,Annual,Dedicated-CSM,667.3,50,19,6,2,1,118201.0,0
E-Commerce,Growth,Monthly,Assisted,1782.59,1,16,10,4,2,28726.0,1
Media,Startup,Annual,Assisted,1713.91,6,19,12,4,1,111292.0,0
E-Commerce,Growth,Monthly,Assisted,1872.24,11,19,6,1,0,43703.0,0
E-Commerce,Enterprise,Monthly,Assisted,2223.13,12,22,13,3,3,27777.0,1
EdTech,Enterprise,Monthly,Assisted,597.29,14,24,23,1,0,205.0,0
E-Commerce,Startup,Monthly,Dedicated-CSM,475.59,6,19,14,3,0,17517.0,0
E-Commerce,Startup,Quarterly,Self-Serve,1875.95,19,23,13,1,0,101218.0,0
E-Commerce,Enterprise,Monthly,Self-Serve,783.92,18,14,13,3,0,27993.0,0
Media,Custom,Annual,,352.52,15,30,19,2,1,27363.0,0
FinTech,Startup,Monthly,Self-Serve,3058.39,2,20,6,4,3,33609.0,1
HealthTech,Growth,Multi-Year,Self-Serve,4384.53,11,23,14,2,1,16865.0,0
Media,Startup,Quarterly,Dedicated-CSM,5032.07,7,24,8,2,1,33820.0,0
Logistics,Enterprise,Annual,Assisted,1570.2,12,15,12,3,2,23561.0,0
E-Commerce,Startup,Monthly,Assisted,2280.25,45,13,12,3,0,120089.0,0
E-Commerce,Startup,Monthly,Assisted,4291.48,11,25,12,2,1,41502.0,0
HealthTech,Enterprise,Monthly,Dedicated-CSM,776.5,1,14,7,2,1,89834.0,0
FinTech,Startup,Quarterly,Assisted,3442.92,10,19,10,4,1,58057.0,0
E-Commerce,Growth,Annual,Dedicated-CSM,1692.71,30,17,7,1,1,11951.0,0
HealthTech,Growth,Monthly,Self-Serve,2912.17,27,20,16,2,1,101121.0,0
E-Commerce,Startup,Monthly,Dedicated-CSM,1568.98,12,26,18,2,0,4566.0,0
FinTech,Growth,Annual,Assisted,4031.2,5,16,4,2,0,29768.0,0
Media,Growth,Monthly,Self-Serve,1619.7,11,24,20,4,0,13666.0,0
Media,Startup,Annual,Assisted,379.41,14,20,6,2,0,38561.0,0
EdTech,Growth,Quarterly,Assisted,4601.5,72,20,19,1,0,17837.0,0
E-Commerce,Enterprise,Annual,Self-Serve,598.6,18,18,9,0,0,64156.0,0
HealthTech,Enterprise,Monthly,,3885.86,21,29,20,2,0,138167.0,0
Logistics,Startup,Monthly,Self-Serve,1240.53,12,24,6,3,1,61737.0,1
EdTech,Startup,Quarterly,Self-Serve,3639.53,7,15,7,1,0,21949.0,0
FinTech,Startup,Multi-Year,Dedicated-CSM,3514.15,30,24,20,2,1,45823.0,0
Media,Growth,Monthly,Assisted,1930.67,12,23,13,3,2,109698.0,1
Logistics,Growth,Monthly,Dedicated-CSM,2063.7,72,25,23,0,0,15737.0,0
Media,Growth,Annual,Assisted,1918.38,10,22,14,4,1,6290.0,0
EdTech,Startup,Multi-Year,Self-Serve,241.83,1,23,21,2,0,7007.0,0
E-Commerce,Startup,Annual,Assisted,1481.16,20,21,20,0,0,34145.0,0
HealthTech,Growth,Multi-Year,Assisted,518.71,1,15,8,2,1,65864.0,0
Media,Growth,Monthly,Dedicated-CSM,1549.22,5,12,7,2,2,53539.0,0
Logistics,Startup,Monthly,Self-Serve,506.99,7,25,21,1,0,30247.0,0
FinTech,Growth,Annual,Dedicated-CSM,489.21,24,11,4,1,0,65337.0,0
FinTech,Startup,Annual,Dedicated-CSM,5240.62,12,23,20,2,1,50252.0,0
HealthTech,Enterprise,Monthly,Assisted,3324.35,1,17,11,2,1,49474.0,1
Logistics,Enterprise,Monthly,Dedicated-CSM,1334.72,17,19,14,2,1,11306.0,0
Media,Startup,Annual,Self-Serve,1567.21,9,18,4,2,0,18741.0,0
FinTech,Startup,Monthly,Dedicated-CSM,1084.93,45,21,17,1,0,21112.0,0
E-Commerce,Growth,Monthly,Assisted,2174.15,12,22,9,2,1,82563.0,0
HealthTech,Startup,Quarterly,Self-Serve,753.97,22,29,24,4,2,74607.0,1
Media,Growth,Quarterly,Dedicated-CSM,3117.17,4,23,13,1,0,14563.0,0
Logistics,Enterprise,Annual,Assisted,1080.17,25,20,8,5,2,2837.0,0
Logistics,Growth,Monthly,Assisted,937.42,22,14,13,3,1,73004.0,0
E-Commerce,Enterprise,Annual,Assisted,1364.38,42,21,17,2,1,26370.0,0
HealthTech,Growth,Quarterly,Self-Serve,810.4,1,20,19,3,0,12410.0,0
HealthTech,Startup,Quarterly,Assisted,1771.14,10,22,10,4,2,6222.0,1
FinTech,Enterprise,Annual,Dedicated-CSM,848.31,20,19,13,2,1,645.0,0
Logistics,Growth,Monthly,Self-Serve,1994.69,1,13,8,2,1,27907.0,0
Logistics,Growth,Monthly,Self-Serve,3765.39,9,19,14,1,0,20758.0,0
Media,Startup,Monthly,Self-Serve,726.75,51,14,3,4,2,59614.0,0
Media,Startup,Monthly,Assisted,1198.72,10,21,9,3,0,187891.0,0
E-Commerce,Custom,Quarterly,Assisted,1982.53,72,20,18,1,0,11583.0,0
EdTech,Startup,Annual,Assisted,924.75,1,24,12,3,1,13922.0,1
Media,Custom,Annual,Dedicated-CSM,1987.58,22,19,18,1,0,20572.0,0
Logistics,Custom,Annual,Assisted,2147.56,15,19,7,3,0,31362.0,0
FinTech,Enterprise,Monthly,,3363.62,12,22,21,2,1,59817.0,0
E-Commerce,Growth,Monthly,Dedicated-CSM,800.24,63,15,11,1,0,21696.0,0
FinTech,Growth,Monthly,Assisted,601.03,2,27,22,4,2,5502.0,1
Media,Enterprise,Monthly,Assisted,1031.28,40,33,17,1,0,65530.0,0
E-Commerce,Startup,Monthly,Assisted,588.4,21,27,24,1,0,79150.0,0
FinTech,Growth,Quarterly,Dedicated-CSM,2164.24,5,16,10,1,0,14228.0,0
EdTech,Growth,Multi-Year,Assisted,498.95,41,14,10,0,0,7353.0,0
E-Commerce,Growth,Monthly,Self-Serve,9730.92,10,36,9,2,1,37518.0,1
HealthTech,Growth,Monthly,Assisted,4030.07,30,19,13,1,0,11680.0,0
FinTech,Startup,Annual,Self-Serve,1353.83,8,23,20,4,2,23433.0,0
EdTech,Growth,Monthly,Self-Serve,2799.75,34,16,5,4,0,75110.0,0
E-Commerce,Enterprise,Annual,Assisted,333.19,18,21,16,2,0,12398.0,0
EdTech,Startup,Annual,Self-Serve,11439.96,2,20,4,2,1,82062.0,1
E-Commerce,Custom,Multi-Year,Self-Serve,811.04,18,21,19,1,1,56046.0,0
Logistics,Growth,Monthly,Self-Serve,1209.03,3,14,13,3,1,12405.0,0
E-Commerce,Enterprise,Annual,Assisted,276.57,9,15,7,3,1,37370.0,0
E-Commerce,Growth,Quarterly,Dedicated-CSM,2025.04,3,21,5,3,0,47605.0,0
Logistics,Enterprise,Annual,Dedicated-CSM,523.01,1,16,11,1,0,11174.0,0
HealthTech,Startup,Monthly,Self-Serve,1460.31,4,32,7,4,1,7830.0,1
FinTech,Enterprise,Monthly,Assisted,843.34,13,27,15,1,1,37876.0,0
FinTech,Startup,Quarterly,Dedicated-CSM,535.88,11,14,5,9,2,59183.0,0
EdTech,Enterprise,Quarterly,Self-Serve,676.07,12,30,17,0,0,31281.0,0
E-Commerce,Custom,Annual,Assisted,1622.82,5,26,5,2,2,3631.0,0
EdTech,Startup,Annual,Assisted,450.67,20,21,5,2,2,129655.0,0
FinTech,Startup,Annual,Self-Serve,708.76,21,28,5,3,2,59367.0,0
FinTech,Enterprise,Monthly,Dedicated-CSM,2353.79,7,22,15,3,1,48537.0,0
FinTech,Startup,Annual,Dedicated-CSM,12235.64,38,16,10,4,3,51589.0,1
HealthTech,Enterprise,Quarterly,Self-Serve,2010.12,18,13,5,2,1,25425.0,0
E-Commerce,Startup,Annual,Self-Serve,614.2,22,22,15,5,3,208026.0,0
HealthTech,Startup,Multi-Year,Self-Serve,980.39,5,20,18,3,2,7117.0,0
HealthTech,Custom,Monthly,Self-Serve,1375.88,1,11,4,1,1,67189.0,0
Media,Growth,Annual,Assisted,995.24,36,13,11,1,0,27312.0,0
HealthTech,Enterprise,Monthly,Assisted,2885.92,31,22,16,2,0,106472.0,0
E-Commerce,Startup,Monthly,Self-Serve,1611.39,2,21,4,1,1,63162.0,1
EdTech,Growth,Quarterly,Dedicated-CSM,2897.71,8,22,11,0,0,41306.0,0
HealthTech,Growth,Monthly,Self-Serve,1025.28,19,14,8,1,0,138785.0,0
E-Commerce,Growth,Annual,Self-Serve,4132.65,19,14,10,0,0,121773.0,0
Logistics,Growth,Monthly,Self-Serve,1162.68,35,25,10,4,0,2688.0,0
Media,Growth,Monthly,Assisted,586.69,2,22,21,3,0,10696.0,0
FinTech,Growth,Quarterly,Assisted,8524.69,10,19,14,1,0,56358.0,0
Media,Startup,Annual,Self-Serve,283.94,1,23,11,1,0,127449.0,0
E-Commerce,Enterprise,Multi-Year,Self-Serve,714.85,8,19,5,1,1,28135.0,0
HealthTech,Startup,Annual,Dedicated-CSM,786.05,1,21,7,1,1,1953.0,0
E-Commerce,Growth,Annual,Dedicated-CSM,11294.38,41,11,6,2,1,51543.0,1
Media,Startup,Monthly,Self-Serve,6221.9,13,24,14,3,1,10826.0,1
E-Commerce,Growth,Monthly,Self-Serve,4768.75,34,18,14,0,0,40184.0,0
HealthTech,Enterprise,Monthly,Assisted,1011.25,1,17,13,2,1,24281.0,0
E-Commerce,Startup,Quarterly,Assisted,10532.82,4,18,6,4,2,40825.0,1
FinTech,Startup,Annual,Self-Serve,1831.88,5,19,12,1,1,134734.0,0
FinTech,Startup,Monthly,Dedicated-CSM,3073.81,8,23,4,2,0,33257.0,0
FinTech,Growth,Annual,Assisted,1560.47,29,24,12,2,1,1757.0,0
FinTech,Enterprise,Quarterly,Assisted,1284.28,8,16,12,1,1,43484.0,0
FinTech,Startup,Monthly,Assisted,1081.37,4,15,7,0,0,19707.0,0
FinTech,Enterprise,Monthly,Dedicated-CSM,1120.81,1,15,13,4,1,75284.0,0
E-Commerce,Startup,Annual,Assisted,2246.7,1,21,20,1,0,31737.0,0
FinTech,Growth,Annual,Self-Serve,1830.09,25,25,17,3,0,67618.0,0
HealthTech,Custom,Annual,Self-Serve,1304.08,10,28,8,1,1,119747.0,0
Logistics,Startup,Monthly,Assisted,4832.38,23,20,10,1,1,22492.0,0
E-Commerce,Growth,Multi-Year,Self-Serve,150.0,20,24,4,4,2,227241.0,0
EdTech,Startup,Monthly,Assisted,2066.07,2,24,16,3,2,8115.0,0
FinTech,Startup,Monthly,Dedicated-CSM,2465.32,2,19,16,1,1,51632.0,0
FinTech,Startup,Multi-Year,Assisted,3550.77,25,20,14,0,0,1769.0,0
FinTech,Startup,Monthly,Dedicated-CSM,1267.57,22,19,15,5,2,11980.0,1
FinTech,Growth,Annual,Self-Serve,1598.36,8,20,16,4,2,50226.0,0
HealthTech,Growth,Monthly,Dedicated-CSM,3096.59,1,20,17,5,3,2365.0,1
FinTech,Growth,Quarterly,Assisted,4757.57,1,22,9,1,0,5367.0,1
FinTech,Startup,Multi-Year,Self-Serve,1037.47,6,17,15,2,1,17196.0,0
FinTech,Startup,Monthly,,1680.64,1,14,10,2,0,42858.0,0
E-Commerce,Growth,Annual,Self-Serve,5579.13,4,21,9,4,2,806.0,0
FinTech,Custom,Monthly,Assisted,220.21,9,20,19,2,1,32923.0,0
HealthTech,Startup,Annual,Assisted,745.08,2,19,18,4,1,49141.0,0
E-Commerce,Enterprise,Monthly,Self-Serve,4656.23,1,19,12,3,1,,1
EdTech,Growth,Monthly,Assisted,3390.24,40,13,11,1,0,3502.0,0
FinTech,Growth,Monthly,Assisted,2088.24,15,27,11,1,0,47193.0,0
EdTech,Growth,Monthly,Self-Serve,914.79,49,24,12,4,3,46549.0,0
E-Commerce,Startup,Multi-Year,Self-Serve,632.99,7,19,6,3,0,35265.0,0
FinTech,Startup,Monthly,Assisted,810.35,20,14,8,3,0,59069.0,0
Logistics,Growth,Monthly,Assisted,4993.07,4,25,14,1,0,11647.0,0
Media,Startup,Monthly,Dedicated-CSM,785.11,17,20,7,4,0,56744.0,0
FinTech,Custom,Monthly,Dedicated-CSM,1460.03,2,25,18,1,0,8804.0,0
HealthTech,Growth,Annual,Assisted,705.81,1,23,6,1,0,24936.0,0
Logistics,Startup,Multi-Year,Assisted,2741.77,48,16,3,5,2,3498.0,0
EdTech,Enterprise,Monthly,Assisted,847.32,14,24,12,4,1,85498.0,0
FinTech,Startup,Annual,Assisted,1232.8,47,9,4,4,0,38635.0,0
FinTech,Growth,Quarterly,Self-Serve,320.26,7,16,7,3,1,177108.0,0
HealthTech,Growth,Monthly,Self-Serve,339.9,7,23,9,2,1,142648.0,0
E-Commerce,Custom,Annual,Assisted,1348.2,9,26,12,1,0,327195.0,0
E-Commerce,Enterprise,Quarterly,Self-Serve,434.25,22,19,6,2,0,5338.0,0
HealthTech,Growth,Annual,Assisted,8017.03,15,26,13,1,0,46644.0,0
E-Commerce,Growth,Annual,Dedicated-CSM,232.22,46,18,16,2,0,26177.0,0
EdTech,Custom,Monthly,Self-Serve,678.48,1,17,6,2,0,38035.0,0
FinTech,Startup,Multi-Year,Assisted,1358.58,22,19,14,0,0,18464.0,0
HealthTech,Startup,Annual,Dedicated-CSM,982.04,7,17,5,2,0,2463.0,0
EdTech,Startup,Quarterly,Assisted,523.99,3,19,9,4,0,61507.0,0
Logistics,Startup,Annual,Self-Serve,593.34,12,23,10,0,0,168801.0,0
E-Commerce,Growth,Monthly,Self-Serve,577.06,12,28,26,0,0,38005.0,0
E-Commerce,Growth,Multi-Year,Assisted,1049.73,2,23,12,3,1,19993.0,0
FinTech,Growth,Annual,Assisted,7038.43,4,25,18,4,0,139256.0,0
HealthTech,Startup,Monthly,,1431.17,9,23,15,3,2,22680.0,1
E-Commerce,Enterprise,Monthly,Self-Serve,3660.9,9,11,3,2,1,122979.0,0
FinTech,Startup,Annual,Dedicated-CSM,2060.97,6,21,19,3,1,96790.0,0
HealthTech,Growth,Monthly,Assisted,3452.26,2,20,9,3,1,37614.0,0
HealthTech,Growth,Monthly,Dedicated-CSM,150.0,1,15,3,2,0,56485.0,0
FinTech,Startup,Quarterly,Assisted,1034.02,63,21,9,4,2,60252.0,0
HealthTech,Startup,Monthly,Dedicated-CSM,4068.64,51,21,9,0,0,51234.0,0
FinTech,Startup,Monthly,Self-Serve,823.88,11,20,5,3,0,8762.0,0
